genres,imdb_score,movie_or_tv,rated,resp_stat,resp_url,rg_score,seasons,title,website,year_end,year_start
"comedy,drama,family",7.5,movie,7+ (PG),200,https://reelgood.com/movie/secondhand-lions-2003,76,,Secondhand Lions,HBO Max,,2003
"comedy,lgbtq,drama,romance",8.2,show,18+ (TV-MA),200,https://reelgood.com/show/looking-2014,76,2,Looking,HBO Max,2015,2014
"drama,comedy,romance",8,movie,7+ (PG),200,https://reelgood.com/movie/my-night-at-mauds-1969,76,,My Night at Maud's,HBO Max,,1969
"comedy,cult,horror,fantasy",7.1,movie,18+ (R),200,https://reelgood.com/movie/the-frighteners-1996,76,,The Frighteners,HBO Max,,1996
"biography,drama,history",7.3,movie,16+,200,https://reelgood.com/movie/all-the-way-2016,76,,All the Way,HBO Max,,2016
"comedy,drama,romance",7.1,show,18+ (TV-MA),200,https://reelgood.com/show/sex-and-the-city-1998,76,6,Sex and the City,HBO Max,2004,1998
"drama,lgbtq,fantasy,romance",8.2,show,18+ (TV-MA),200,https://reelgood.com/show/angels-in-america-2003,76,1,Angels in America,HBO Max,2003,2003
"animation,action-and-adventure,family,comedy,fantasy,musical",6.6,movie,All (G),200,https://reelgood.com/movie/the-polar-express-2004,76,,The Polar Express,HBO Max,,2004
"drama,comedy,romance",8.1,show,7+ (TV-PG),200,https://reelgood.com/show/emma-2009,76,1,Emma,HBO Max,2009,2009
"crime,drama,mystery,thriller,comedy",6.8,movie,13+ (PG-13),200,https://reelgood.com/movie/veronica-mars-2014,76,,Veronica Mars,HBO Max,,2014
documentary,7.8,movie,7+ (PG),200,https://reelgood.com/movie/f-for-fake-1973,76,,F for Fake,HBO Max,,1975
"animation,action-and-adventure,comedy,family,science-fiction,thriller,mystery",6.4,movie,7+ (PG),200,https://reelgood.com/movie/monsters-vs-aliens-2009,76,,Monsters vs Aliens,HBO Max,,2009
"comedy,drama,romance",7.2,movie,18+ (R),200,https://reelgood.com/movie/muriels-wedding-1994,76,,Muriel's Wedding,HBO Max,,1994
"comedy,crime,drama,horror",7.5,movie,18+ (R),200,https://reelgood.com/movie/man-bites-dog-1992,77,,Man Bites Dog,HBO Max,,1992
"drama,history,action-and-adventure",7.1,movie,18+ (R),200,https://reelgood.com/movie/flags-of-our-fathers-2006,77,,Flags of Our Fathers,HBO Max,,2006
"drama,romance",7.1,movie,13+ (PG-13),200,https://reelgood.com/movie/some-kind-of-wonderful-1987,77,,Some Kind of Wonderful,HBO Max,,1987
"drama,mystery,crime,thriller",6.6,movie,18+ (R),200,https://reelgood.com/movie/the-good-liar-2019,77,,The Good Liar,HBO Max,,2019
"biography,drama,history,sport",7.8,movie,18+ (R),200,https://reelgood.com/movie/61-2001,77,,61*,HBO Max,,2001
"crime,romance,thriller,drama,mystery",6.8,movie,18+ (R),200,https://reelgood.com/movie/the-thomas-crown-affair-1999,77,,The Thomas Crown Affair,HBO Max,,1999
drama,8.2,show,18+ (TV-MA),200,https://reelgood.com/show/i-know-this-much-is-true-2020,77,1,I Know This Much Is True,HBO Max,2020,2020
"drama,musical,romance",7.6,movie,7+ (PG),200,https://reelgood.com/movie/a-star-is-born-1954,77,,A Star Is Born,HBO Max,,1954
"drama,musical,family",7.3,movie,7+ (PG),200,https://reelgood.com/movie/mr-hollands-opus-1995,77,,Mr. Holland's Opus,HBO Max,,1995
"drama,comedy,romance",7.5,show,14+ (TV-14),200,https://reelgood.com/show/the-oc-2003,77,4,The O.C.,HBO Max,2007,2003
documentary,8.3,movie,7+ (PG),200,https://reelgood.com/movie/harlan-county-usa-1976,77,,Harlan County U.S.A.,HBO Max,,1976
"horror,drama,mystery,thriller",6.3,movie,13+ (PG-13),200,https://reelgood.com/movie/lights-out-2016,77,,Lights Out,HBO Max,,2016
"comedy,drama,fantasy,romance",7.2,movie,7+ (PG),200,https://reelgood.com/movie/defending-your-life-1991,77,,Defending Your Life,HBO Max,,1991
"action-and-adventure,thriller,science-fiction,mystery",6.7,movie,13+ (PG-13),200,https://reelgood.com/movie/armageddon-1998,78,,Armageddon,HBO Max,,1998
"comedy,family",7.9,show,7+ (TV-PG),200,https://reelgood.com/show/the-fresh-prince-of-bel-air-1990,79,6,The Fresh Prince of Bel-Air,HBO Max,1996,1990
"crime,drama,romance,thriller,mystery",7.3,movie,18+ (R),200,https://reelgood.com/movie/bound-1996,79,,Bound,HBO Max,,1996
"animation,drama,science-fiction",7.8,movie,7+ (PG),200,https://reelgood.com/movie/fantastic-planet-1973,79,,Fantastic Planet,HBO Max,,1973
"crime,drama,thriller,romance,mystery",7.4,movie,18+ (R),200,https://reelgood.com/movie/body-heat-1981,79,,Body Heat,HBO Max,,1981
comedy,7,movie,7+ (PG),200,https://reelgood.com/movie/what-about-bob-1991,79,,What About Bob?,HBO Max,,1991
"comedy,drama,horror,mystery,thriller",8.5,show,18+ (TV-MA),200,https://reelgood.com/show/inside-no-9-2014,79,5,Inside No. 9,HBO Max,2020,2014
"animation,action-and-adventure,comedy,family",6.8,movie,7+ (PG),200,https://reelgood.com/movie/madagascar-3-europes-most-wanted-2012,79,,Madagascar 3: Europe's Most Wanted,HBO Max,,2012
"action-and-adventure,romance,science-fiction",6.8,movie,7+ (PG),200,https://reelgood.com/movie/superman-ii-1980,79,,Superman II,HBO Max,,1980
"action-and-adventure,drama,sport",7.2,movie,13+ (PG-13),200,https://reelgood.com/movie/friday-night-lights-2004,79,,Friday Night Lights,HBO Max,,2004
"action-and-adventure,comedy,science-fiction",7,movie,18+ (R),200,https://reelgood.com/movie/paul-2011,79,,Paul,HBO Max,,2011
"drama,romance",7.6,movie,All (G),200,https://reelgood.com/movie/giant-1956,79,,Giant,HBO Max,,1956
drama,8.6,show,18+ (TV-MA),200,https://reelgood.com/show/my-brilliant-friend,79,2,My Brilliant Friend,HBO Max,2020,2018
"comedy,drama,biography,crime",7.1,movie,18+ (R),200,https://reelgood.com/movie/war-dogs-2016,79,,War Dogs,HBO Max,,2016
"biography,crime,drama,thriller,mystery,documentary",7,movie,18+ (R),200,https://reelgood.com/movie/american-animals-2018,79,,American Animals,HBO Max,,2018
"comedy,romance",7,movie,18+ (R),200,https://reelgood.com/movie/american-pie-1999,79,,American Pie,HBO Max,,1999
"drama,animation",7.4,movie,18+ (R),200,https://reelgood.com/movie/deadwood-the-movie-2019,79,,Deadwood: The Movie,HBO Max,,2019
drama,8.1,movie,18+ (R),200,https://reelgood.com/movie/cries-and-whispers-1972,79,,Cries and Whispers,HBO Max,,1972
"animation,action-and-adventure,comedy,family",6.9,movie,7+ (PG),200,https://reelgood.com/movie/madagascar-2005,79,,Madagascar,HBO Max,,2005
"drama,action & adventure",7.5,movie,13+ (PG-13),200,https://reelgood.com/movie/of-mice-and-men-1992,80,,Of Mice and Men,HBO Max,,1992
comedy,8.7,show,18+ (TV-MA),200,https://reelgood.com/show/the-thick-of-it-2005,80,4,The Thick of It,HBO Max,2012,2005
"drama,fantasy,action-and-adventure",7.6,movie,18+ (R),200,https://reelgood.com/movie/dead-man-1995,80,,Dead Man,HBO Max,,1995
"action-and-adventure,thriller,drama,mystery",6.8,movie,13+ (PG-13),200,https://reelgood.com/movie/hanna-2011,80,,Hanna,HBO Max,,2011
"action-and-adventure,children,comedy,musical,animation,family",6.9,movie,All (G),200,https://reelgood.com/movie/rio-2011,80,,Rio,HBO Max,,2011
"drama,musical,romance",7.8,movie,13+ (PG-13),200,https://reelgood.com/movie/the-umbrellas-of-cherbourg-1964,80,,The Umbrellas of Cherbourg,HBO Max,,1964
"drama,science-fiction,thriller,mystery",6.7,movie,13+ (PG-13),200,https://reelgood.com/movie/signs-2002,80,,Signs,HBO Max,,2002
"comedy,sport",6.7,movie,13+ (PG-13),200,https://reelgood.com/movie/dodgeball-a-true-underdog-story-2004,80,,DodgeBall: A True Underdog Story,HBO Max,,2004
"drama,romance",8,movie,13+ (PG-13),200,https://reelgood.com/movie/brief-encounter-1945,80,,Brief Encounter,HBO Max,,1945
"comedy,drama,family,fantasy",6.8,movie,All (G),200,https://reelgood.com/movie/babe-1995,80,,Babe,HBO Max,,1995
"drama,lgbtq,science-fiction,fantasy",8.4,show,18+ (TV-MA),200,https://reelgood.com/show/years-and-years-2019,80,1,Years and Years,HBO Max,2019,2019
"comedy,drama,romance",7,movie,18+ (R),200,https://reelgood.com/movie/the-kids-are-all-right-2010,80,,The Kids Are All Right,HBO Max,,2010
"drama,biography,history,reality",8.5,show,14+ (TV-14),200,https://reelgood.com/show/john-adams-2008,80,1,John Adams,HBO Max,2008,2008
"drama,mystery,thriller",7.2,movie,18+ (R),200,https://reelgood.com/movie/the-tale-2018,80,,The Tale,HBO Max,,2018
"biography,independent,comedy,drama",7.4,movie,18+ (R),200,https://reelgood.com/movie/american-splendor-2003,80,,American Splendor,HBO Max,,2003
"drama,romance",7.3,movie,18+ (R),200,https://reelgood.com/movie/a-room-with-a-view-1985,80,,A Room with a View,HBO Max,,1985
"crime,drama,thriller,mystery",7.3,movie,18+ (R),200,https://reelgood.com/movie/before-the-devil-knows-youre-dead-2007,80,,Before the Devil Knows You're Dead,HBO Max,,2007
"comedy,drama,sport",8.2,show,18+ (TV-MA),200,https://reelgood.com/show/eastbound-down-2009,80,4,Eastbound & Down,HBO Max,2013,2009
"comedy,drama,romance",7.9,movie,18+ (R),200,https://reelgood.com/movie/amarcord-1973,80,,Amarcord,HBO Max,,1973
"action-and-adventure,comedy,thriller,crime,mystery",7.6,movie,13+ (PG-13),200,https://reelgood.com/movie/police-story-1985,80,,Police Story,HBO Max,,1985
"science-fiction,horror,thriller,mystery,fantasy,action-and-adventure,drama",7.6,movie,7+ (PG),200,https://reelgood.com/movie/godzilla-1954,80,,Godzilla,HBO Max,,1954
"action-and-adventure,horror,science-fiction",7.1,movie,18+ (R),200,https://reelgood.com/movie/blade-1998,80,,Blade,HBO Max,,1998
"comedy,drama,mystery,romance",7.6,movie,18+ (R),200,https://reelgood.com/movie/three-colors-white-1994,80,,Three Colors: White,HBO Max,,1994
"romance,science-fiction,thriller,mystery",7,movie,13+ (PG-13),200,https://reelgood.com/movie/the-adjustment-bureau-2011,80,,The Adjustment Bureau,HBO Max,,2011
"comedy,crime,drama",7.8,movie,18+ (R),200,https://reelgood.com/movie/down-by-law-1986,80,,Down by Law,HBO Max,,1986
"action-and-adventure,animation,comedy,family,science-fiction,fantasy,musical",6.6,movie,7+ (PG),200,https://reelgood.com/movie/the-lego-movie-sequel-2019,78,,The Lego Movie 2: The Second Part,HBO Max,,2019
"action-and-adventure,comedy,crime,thriller,mystery,drama",6.5,movie,13+ (PG-13),200,https://reelgood.com/movie/mr-mrs-smith-2005,78,,Mr. & Mrs. Smith,HBO Max,,2005
"documentary,musical",7.7,movie,All (G),200,https://reelgood.com/movie/buena-vista-social-club-1999,78,,Buena Vista Social Club,HBO Max,,1999
"drama,romance",7.3,movie,13+ (PG-13),200,https://reelgood.com/movie/jane-eyre-2011,78,,Jane Eyre,HBO Max,,2011
"documentary,biography,sport",7.8,movie,16+,200,https://reelgood.com/movie/andre-the-giant-2018,78,,Andre the Giant,HBO Max,,2018
"drama,history,romance,action-and-adventure",7.2,movie,18+ (R),200,https://reelgood.com/movie/cold-mountain-2003,78,,Cold Mountain,HBO Max,,2003
"animation,cult,action-and-adventure,drama,thriller,mystery,family",7.6,movie,7+ (PG),200,https://reelgood.com/movie/watership-down-1978,78,,Watership Down,HBO Max,,1978
"drama,comedy",7.8,movie,All (G),200,https://reelgood.com/movie/babettes-feast-1987,78,,Babette's Feast,HBO Max,,1987
"crime,drama,thriller,mystery,horror",7.6,movie,18+ (R),200,https://reelgood.com/movie/funny-games-1997,78,,Funny Games,HBO Max,,1997
"drama,mystery,crime,thriller",7.7,show,18+ (TV-MA),200,https://reelgood.com/show/the-alienist-2017,78,1,The Alienist,HBO Max,2020,2018
"drama,fantasy",6.8,movie,13+ (PG-13),200,https://reelgood.com/movie/the-tree-of-life-2011,78,,The Tree of Life,HBO Max,,2011
"animation,action-and-adventure,comedy,family,fantasy,science-fiction",7.1,movie,7+ (PG),200,https://reelgood.com/movie/the-spongebob-squarepants-movie-2004,78,,The SpongeBob SquarePants Movie,HBO Max,,2004
"drama,romance",7.6,movie,18+ (R),200,https://reelgood.com/movie/sophies-choice-1982,78,,Sophie's Choice,HBO Max,,1982
"drama,musical",8.3,movie,7+ (PG),200,https://reelgood.com/movie/autumn-sonata-1978,78,,Autumn Sonata,HBO Max,,1978
"action-and-adventure,animation,children,thriller,family,mystery,fantasy,science-fiction,comedy",7.8,show,7+ (TV-PG),200,https://reelgood.com/show/teen-titans-2003,78,5,Teen Titans,HBO Max,2006,2003
"comedy,drama",7.8,movie,18+ (R),200,https://reelgood.com/movie/night-on-earth-1991,78,,Night on Earth,HBO Max,,1991
"documentary,stand-up-and-talk,biography,comedy",8,movie,18+ (R),200,https://reelgood.com/movie/robin-williams-come-inside-my-mind-2018,78,,Robin Williams: Come Inside My Mind,HBO Max,,2018
"crime,drama,mystery,thriller",7.4,movie,18+ (R),200,https://reelgood.com/movie/maria-full-of-grace-2004,79,,Maria Full of Grace,HBO Max,,2004
"drama,crime,thriller,mystery",7.6,movie,13+ (PG-13),200,https://reelgood.com/movie/a-perfect-world-1993,79,,A Perfect World,HBO Max,,1993
"documentary,biography,animation,musical",7.5,movie,18+ (R),200,https://reelgood.com/movie/cobain-montage-of-heck-2015,79,,Cobain: Montage of Heck,HBO Max,,2015
"biography,drama,romance",7,movie,18+ (R),200,https://reelgood.com/movie/gia-1998,79,,Gia,HBO Max,,1998
"animation,action-and-adventure,crime,science-fiction,thriller,family",7.8,movie,13+ (PG-13),200,https://reelgood.com/movie/batman-beyond-return-of-the-joker-2000,79,,Batman Beyond: Return of the Joker,HBO Max,,2000
"drama,comedy,musical",6.9,movie,13+ (PG-13),200,https://reelgood.com/movie/blinded-by-the-light-2019,79,,Blinded by the Light,HBO Max,,2019
"drama,romance,comedy",7.2,movie,13+ (PG-13),200,https://reelgood.com/movie/chocolat-2000,79,,Chocolat,HBO Max,,2000
"biography,comedy,drama",7.8,movie,7+ (PG),200,https://reelgood.com/movie/my-dinner-with-andre-1981,79,,My Dinner with Andre,HBO Max,,1981
"biography,drama,romance",7,movie,13+ (PG-13),200,https://reelgood.com/movie/loving-2016,79,,Loving,HBO Max,,2016
"action-and-adventure,thriller,mystery,crime",6.6,movie,13+ (PG-13),200,https://reelgood.com/movie/quantum-of-solace-2008,79,,Quantum of Solace,HBO Max,,2008
"action-and-adventure,drama,science-fiction,mystery,thriller",6.6,movie,13+ (PG-13),200,https://reelgood.com/movie/midnight-special-2016,79,,Midnight Special,HBO Max,,2016
"drama,thriller,history,mystery",7.1,movie,13+ (PG-13),200,https://reelgood.com/movie/valkyrie-2008,79,,Valkyrie,HBO Max,,2008
"drama,romance",7.9,movie,7+ (PG),200,https://reelgood.com/movie/east-of-eden-1955,79,,East of Eden,HBO Max,,1955
"animation,anime,drama,family,romance",7.4,movie,7+ (PG),200,https://reelgood.com/movie/from-up-on-poppy-hill-2011,79,,From Up on Poppy Hill,HBO Max,,2011
"action-and-adventure,cult,independent,comedy,fantasy,science-fiction,family",7,movie,7+ (PG),200,https://reelgood.com/movie/time-bandits-1981,79,,Time Bandits,HBO Max,,1981
"comedy,drama",7.5,movie,18+ (R),200,https://reelgood.com/movie/stranger-than-paradise-1984,79,,Stranger Than Paradise,HBO Max,,1984
"action & adventure,drama",8.5,show,18+ (TV-MA),200,https://reelgood.com/show/generation-kill-2008,79,1,Generation Kill,HBO Max,2008,2008
"animation,anime,action-and-adventure,comedy,family,fantasy,romance,drama",7.2,movie,All (G),200,https://reelgood.com/movie/the-cat-returns-2002,79,,The Cat Returns,HBO Max,,2002
"comedy,romance,drama",7.9,show,18+ (TV-MA),200,https://reelgood.com/show/insecure-2016,79,4,Insecure,HBO Max,2020,2016
"animation,comedy,action-and-adventure,drama",8.4,show,18+ (TV-MA),200,https://reelgood.com/show/the-boondocks-2005,79,4,The Boondocks,HBO Max,2014,2005
drama,7.2,movie,18+ (R),200,https://reelgood.com/movie/half-nelson-2006,79,,Half Nelson,HBO Max,,2006
"comedy,drama,romance",7.7,movie,7+ (PG),200,https://reelgood.com/movie/flipped-2010,79,,Flipped,HBO Max,,2010
"mystery,family,crime,fantasy,action-and-adventure,comedy,science-fiction,animation",6.6,movie,7+ (PG),200,https://reelgood.com/movie/pokemon-detective-pikachu-2019,80,,Pokémon Detective Pikachu,HBO Max,,2019
"comedy,crime,drama,thriller,mystery",7.5,movie,18+ (R),200,https://reelgood.com/movie/the-player-1992,81,,The Player,HBO Max,,1992
"action-and-adventure,drama,history",7.2,movie,18+ (R),200,https://reelgood.com/movie/troy-2004,81,,Troy,HBO Max,,2004
comedy,8.2,movie,All (G),200,https://reelgood.com/movie/to-be-or-not-to-be-1942,81,,To Be or Not to Be,HBO Max,,1942
drama,8.6,show,14+ (TV-14),200,https://reelgood.com/show/the-newsroom-2012,82,3,The Newsroom,HBO Max,2014,2012
"action-and-adventure,thriller,mystery",7.2,movie,18+ (R),200,https://reelgood.com/movie/die-hard-2-1990,82,,Die Hard 2,HBO Max,,1990
"comedy,drama,family",7,movie,13+ (PG-13),200,https://reelgood.com/movie/mrs-doubtfire-1993,82,,Mrs. Doubtfire,HBO Max,,1993
"drama,family,fantasy",7.7,movie,All (G),200,https://reelgood.com/movie/a-little-princess-1995,82,,A Little Princess,HBO Max,,1995
"mystery,drama,crime,fantasy,thriller",7.9,show,18+ (TV-MA),200,https://reelgood.com/show/the-outsider-2020,82,1,The Outsider,HBO Max,2020,2020
"drama,science-fiction,thriller,action-and-adventure,mystery",6.7,movie,13+ (PG-13),200,https://reelgood.com/movie/contagion-2011,82,,Contagion,HBO Max,,2011
"drama,fantasy,thriller,horror,mystery,science-fiction",7.8,show,18+ (TV-MA),200,https://reelgood.com/show/true-blood-2008,82,7,True Blood,HBO Max,2014,2008
"animation,action-and-adventure,family,comedy,fantasy,science-fiction",7.3,movie,7+ (PG),200,https://reelgood.com/movie/rise-of-the-guardians-2012,82,,Rise of the Guardians,HBO Max,,2012
"action & adventure,romance",7.9,movie,7+ (PG),200,https://reelgood.com/movie/the-adventures-of-robin-hood-1938,82,,The Adventures of Robin Hood,HBO Max,,1938
"drama,mystery",7.2,movie,18+ (R),200,https://reelgood.com/movie/winters-bone-2010,82,,Winter's Bone,HBO Max,,2010
"drama,romance",7.4,movie,18+ (R),200,https://reelgood.com/movie/the-english-patient-1996,82,,The English Patient,HBO Max,,1996
"drama,romance,history",7.4,movie,7+ (PG),200,https://reelgood.com/movie/downton-abbey-2019,82,,Downton Abbey,HBO Max,,2019
"action-and-adventure,crime,drama,thriller,mystery",7.3,movie,18+ (R),200,https://reelgood.com/movie/enemy-of-the-state-1998,82,,Enemy of the State,HBO Max,,1998
"drama,crime,mystery,thriller",8.7,show,18+ (TV-MA),200,https://reelgood.com/show/oz-1997,82,6,Oz,HBO Max,2003,1997
"biography,crime,drama,action-and-adventure",7.8,movie,18+ (R),200,https://reelgood.com/movie/bonnie-and-clyde-1967,82,,Bonnie and Clyde,HBO Max,,1967
"crime,drama,thriller,mystery",7.4,movie,18+ (R),200,https://reelgood.com/movie/the-talented-mr-ripley-1999,82,,The Talented Mr. Ripley,HBO Max,,1999
"action & adventure,drama",7.9,movie,7+ (PG),200,https://reelgood.com/movie/stagecoach-1939,82,,Stagecoach,HBO Max,,1939
"drama,lgbtq,musical,romance",7.8,movie,7+ (PG),200,https://reelgood.com/movie/cabaret-1972,82,,Cabaret,HBO Max,,1972
comedy,7.6,movie,13+ (PG-13),200,https://reelgood.com/movie/national-lampoons-christmas-vacation-1989,82,,National Lampoon's Christmas Vacation,HBO Max,,1989
"animation,anime,biography,drama,history,romance",7.8,movie,13+ (PG-13),200,https://reelgood.com/movie/the-wind-rises-2013,82,,The Wind Rises,HBO Max,,2013
"biography,lgbtq,drama,romance,crime",7.5,movie,18+ (R),200,https://reelgood.com/movie/boys-dont-cry-1999,82,,Boys Don't Cry,HBO Max,,1999
"action-and-adventure,cult,drama,thriller,mystery",7.7,movie,18+ (R),200,https://reelgood.com/movie/deliverance-1972,82,,Deliverance,HBO Max,,1972
comedy,7.3,movie,13+ (PG-13),200,https://reelgood.com/movie/dumb-and-dumber-1994,82,,Dumb and Dumber,HBO Max,,1994
"crime,drama,mystery,thriller",8.2,show,18+ (TV-MA),200,https://reelgood.com/show/sharp-objects-2018,82,1,Sharp Objects,HBO Max,2018,2018
"drama,romance,crime",7.6,movie,18+ (R),200,https://reelgood.com/movie/lolita-1962,83,,Lolita,HBO Max,,1962
"action-and-adventure,children,comedy,animation,family,science-fiction",7.2,movie,7+ (PG),200,https://reelgood.com/movie/megamind-2010,83,,Megamind,HBO Max,,2010
"comedy,drama,romance",7.6,movie,18+ (R),200,https://reelgood.com/movie/love-actually-2003,83,,Love Actually,HBO Max,,2003
"documentary,drama,sport",8.3,movie,13+ (PG-13),200,https://reelgood.com/movie/hoop-dreams-1994,83,,Hoop Dreams,HBO Max,,1994
comedy,8.3,show,18+ (TV-MA),200,https://reelgood.com/show/veep-2012,83,7,Veep,HBO Max,2019,2012
"drama,romance,thriller,mystery,crime",7.6,movie,18+ (R),200,https://reelgood.com/movie/match-point-2005,83,,Match Point,HBO Max,,2005
"action-and-adventure,thriller,comedy",6.4,movie,13+ (PG-13),200,https://reelgood.com/movie/fast-furious-presents-hobbs-shaw-2019,83,,Fast & Furious Presents: Hobbs & Shaw,HBO Max,,2019
"action-and-adventure,drama,family,fantasy",7.4,movie,7+ (PG),200,https://reelgood.com/movie/the-neverending-story-1984,83,,The NeverEnding Story,HBO Max,,1984
"drama,history,thriller,action-and-adventure,mystery",7.5,movie,18+ (R),200,https://reelgood.com/movie/munich-2005,83,,Munich,HBO Max,,2005
"comedy,drama,romance",7.1,movie,13+ (PG-13),200,https://reelgood.com/movie/notting-hill-1999,83,,Notting Hill,HBO Max,,1999
"drama,lgbtq,history,romance",7.9,movie,18+ (R),200,https://reelgood.com/movie/the-normal-heart-2014,83,,The Normal Heart,HBO Max,,2014
"biography,drama",8.3,movie,7+ (PG),200,https://reelgood.com/movie/temple-grandin-2010,83,,Temple Grandin,HBO Max,,2010
drama,7.7,movie,13+ (PG-13),200,https://reelgood.com/movie/rebel-without-a-cause-1955,83,,Rebel Without a Cause,HBO Max,,1955
"comedy,drama,musical,romance",6.9,movie,7+ (PG),200,https://reelgood.com/movie/that-thing-you-do-1996,80,,That Thing You Do!,HBO Max,,1996
"comedy,musical,romance,drama",6.6,movie,7+ (PG),200,https://reelgood.com/movie/hairspray-2007,80,,Hairspray,HBO Max,,2007
"documentary,crime",8.7,show,14+ (TV-14),200,https://reelgood.com/show/the-jinx-the-life-and-deaths-of-robert-durst-2015,80,1,The Jinx: The Life and Deaths of Robert Durst,HBO Max,2015,2015
"comedy,romance",8.2,movie,All (G),200,https://reelgood.com/movie/the-circus-1928,80,,The Circus,HBO Max,,1928
"comedy,musical",8.5,show,14+ (TV-14),200,https://reelgood.com/show/flight-of-the-conchords-2007,80,2,Flight of the Conchords,HBO Max,2009,2007
"drama,action-and-adventure,family,fantasy,science-fiction",7.9,show,14+ (TV-14),200,https://reelgood.com/show/his-dark-materials-2019,80,1,His Dark Materials,HBO Max,2020,2019
"drama,history,action-and-adventure,biography",7.7,movie,18+ (R),200,https://reelgood.com/movie/conspiracy-2001,80,,Conspiracy,HBO Max,,2001
"thriller,drama,mystery,action-and-adventure,crime",7.5,movie,7+ (PG),200,https://reelgood.com/movie/the-man-who-knew-too-much-1956,81,,The Man Who Knew Too Much,HBO Max,,1956
"drama,romance",8.2,movie,18+ (R),200,https://reelgood.com/movie/a-woman-under-the-influence-1974,81,,A Woman Under the Influence,HBO Max,,1974
"drama,history,romance",7.6,movie,18+ (R),200,https://reelgood.com/movie/enemy-at-the-gates-2001,81,,Enemy at the Gates,HBO Max,,2001
"action-and-adventure,drama,family,fantasy",7.1,movie,7+ (PG),200,https://reelgood.com/movie/bridge-to-terabithia-2007,81,,Bridge to Terabithia,HBO Max,,2007
"biography,drama",8,movie,7+ (PG),200,https://reelgood.com/movie/au-revoir-les-enfants-1987,81,,Au Revoir les Enfants,HBO Max,,1987
"documentary,history,musical",8.2,movie,18+ (R),200,https://reelgood.com/movie/woodstock-1970,81,,Woodstock,HBO Max,,1970
"comedy,drama",8.4,show,14+ (TV-14),200,https://reelgood.com/show/entourage-2004,81,8,Entourage,HBO Max,2011,2004
"horror,drama,fantasy,mystery,thriller",6.6,movie,18+ (R),200,https://reelgood.com/movie/it-chapter-two-2019,81,,It Chapter Two,HBO Max,,2019
"action-and-adventure,anime,animation,comedy,fantasy,drama,documentary,family,crime",8.9,show,14+ (TV-14),200,https://reelgood.com/show/hunter-x-hunter-2011,81,6,Hunter x Hunter,HBO Max,2014,2011
"comedy,horror,musical,romance,science-fiction",7,movie,13+ (PG-13),200,https://reelgood.com/movie/little-shop-of-horrors-1986,81,,Little Shop of Horrors,HBO Max,,1986
"animation,anime,drama,family,mystery",7.7,movie,7+ (PG),200,https://reelgood.com/movie/when-marnie-was-there-2014,81,,When Marnie Was There,HBO Max,,2014
"biography,comedy,crime,drama",7.1,movie,18+ (R),200,https://reelgood.com/movie/bad-education-2019,81,,Bad Education,HBO Max,,2019
"comedy,crime",6.9,movie,18+ (R),200,https://reelgood.com/movie/horrible-bosses-2011,81,,Horrible Bosses,HBO Max,,2011
"drama,romance",7.8,movie,18+ (R),200,https://reelgood.com/movie/breaking-the-waves-1996,81,,Breaking the Waves,HBO Max,,1996
"animation,action-and-adventure,science-fiction",7.4,movie,18+ (R),200,https://reelgood.com/movie/the-animatrix-2003,81,,The Animatrix,HBO Max,,2003
"comedy,action-and-adventure,drama",6.7,movie,18+ (R),200,https://reelgood.com/movie/good-boys-2019,81,,Good Boys,HBO Max,,2019
"comedy,romance,fantasy,musical",6.8,movie,13+ (PG-13),200,https://reelgood.com/movie/yesterday-2019,81,,Yesterday,HBO Max,,2019
"animation,action-and-adventure,comedy",7.2,movie,18+ (R),200,https://reelgood.com/movie/team-america-world-police-2004,81,,Team America: World Police,HBO Max,,2004
"comedy,drama,romance,thriller,mystery",7.3,movie,18+ (R),200,https://reelgood.com/movie/punch-drunk-love-2002,81,,Punch-Drunk Love,HBO Max,,2002
"thriller,science-fiction,action-and-adventure,mystery,drama",6.6,movie,13+ (PG-13),200,https://reelgood.com/movie/ad-astra-2019,81,,Ad Astra,HBO Max,,2019
"animation,anime,comedy,drama,food",8.2,show,18+ (TV-MA),200,https://reelgood.com/show/food-wars-shokugeki-no-soma-2015,81,5,Food Wars! Shokugeki no Soma,HBO Max,2020,2015
"drama,mystery,thriller",7.3,movie,18+ (R),200,https://reelgood.com/movie/precious-2009,81,,Precious,HBO Max,,2009
"drama,comedy",8,movie,18+ (R),200,https://reelgood.com/movie/secrets-lies-1996,81,,Secrets & Lies,HBO Max,,1996
"comedy,romance",6.8,movie,18+ (R),200,https://reelgood.com/movie/long-shot-2019,81,,Long Shot,HBO Max,,2019
"action-and-adventure,thriller,mystery",6.8,movie,13+ (PG-13),200,https://reelgood.com/movie/unstoppable-2010,81,,Unstoppable,HBO Max,,2010
"crime,drama,mystery,thriller",7.2,movie,18+ (R),200,https://reelgood.com/movie/michael-clayton-2007,81,,Michael Clayton,HBO Max,,2007
"comedy,cult,drama,food",7.7,movie,18+ (R),200,https://reelgood.com/movie/withnail-i-1987,81,,Withnail & I,HBO Max,,1987
"drama,romance",7.6,movie,18+ (R),200,https://reelgood.com/movie/dangerous-liaisons-1988,81,,Dangerous Liaisons,HBO Max,,1988
"drama,mystery,thriller",7.5,movie,13+ (PG-13),200,https://reelgood.com/movie/doubt-2008,81,,Doubt,HBO Max,,2008
